q,ic50
0,64.51
0.01,252.82410000000002
0.02,342.61039999999997
0.03,576.2469
0.04,682.7944
0.05,801.3520000000001
0.06,899.3656
0.07,1081.2018000000003
0.08,1215.3036
0.09,1342.0487
0.1,1457.1100000000001
0.11,1516.2658000000001
0.12,1615.4728
0.13,1823.8935999999999
0.14,1937.5548000000001
0.15,2097.113
0.16,2148.8244
0.17,2200.7681000000002
0.18,2315.5656
0.19,2427.5142
0.2,2522.2000000000003
0.21,2665.9094
0.22,2731.5352
0.23,2829.7588
0.24,2913.3615999999997
0.25,3042.29
0.26,3161.0162
0.27,3257.5017000000003
0.28,3388.1748000000002
0.29,3487.3244000000004
0.3,3562.999
0.31,3635.1116
0.32,3681.9399999999996
0.33,3872.1256
0.34,3993.6795999999995
0.35000000000000003,4100.089
0.36,4279.6867999999995
0.37,4368.143099999999
0.38,4466.7694
0.39,4610.640200000001
0.4,4748.874000000001
0.41000000000000003,4923.3158
0.42,5145.5044
0.43,5297.195299999999
0.44,5439.4892
0.45,5638.5515
0.46,5756.982
0.47000000000000003,5867.5542000000005
0.48,5997.1712
0.49,6134.636700000001
0.5,6253.6
0.51,6383.985199999999
0.52,6544.6296
0.53,6862.161900000001
0.54,7006.907400000001
0.55,7281.397
0.56,7386.5144
0.5700000000000001,7547.091200000001
0.58,7629.5008
0.59,7727.3644
0.6,7865.634
0.61,7980.8124
0.62,8155.299999999999
0.63,8314.8128
0.64,8503.9424
0.65,8664.639
0.66,8825.2932
0.67,8992.521300000004
0.68,9142.781200000001
0.6900000000000001,9545.133600000001
0.7000000000000001,9756.604000000001
0.71,9954.2135
0.72,10136.076799999997
0.73,10426.810099999999
0.74,10724.966400000001
0.75,10916.3
0.76,11240.7684
0.77,11628.879500000001
0.78,11889.7286
0.79,12105.756400000002
0.8,12345.070000000002
0.81,12718.454300000001
0.8200000000000001,12964.256800000003
0.8300000000000001,13425.362500000014
0.84,13999.4128
0.85,14541.956999999999
0.86,14988.6368
0.87,15328.5488
0.88,15825.0128
0.89,16342.413
0.9,17064.108000000004
0.91,18007.8557
0.92,18328.159200000002
0.93,18900.431700000012
0.9400000000000001,19616.450800000002
0.9500000000000001,20391.066500000004
0.96,21614.911599999992
0.97,22944.9339
0.98,24173.989199999996
0.99,27474.207099999996
1,35330.29
