q,ic50
0,1561.4
0.01,3058.9457
0.02,3951.4959999999996
0.03,4463.053
0.04,4890.8099999999995
0.05,5197.9349999999995
0.06,5422.592799999999
0.07,5829.4419
0.08,6083.1644
0.09,6366.4854000000005
0.1,6533.589
0.11,6798.6078
0.12,7007.04
0.13,7203.064200000001
0.14,7485.4644
0.15,7720.482
0.16,7945.8204000000005
0.17,8092.1102
0.18,8206.404199999999
0.19,8368.3694
0.2,8523.439999999999
0.21,8746.2477
0.22,9083.138200000001
0.23,9250.816
0.24,9483.4064
0.25,9708.1375
0.26,9867.7366
0.27,10024.6099
0.28,10142.9768
0.29,10284.8504
0.3,10497.836
0.31,10642.8463
0.32,10820.562
0.33,10937.821
0.34,11108.005
0.35000000000000003,11320.936
0.36,11471.6136
0.37,11643.405999999999
0.38,11746.7246
0.39,11843.2927
0.4,12138.804
0.41000000000000003,12295.568500000001
0.42,12443.3924
0.43,12666.7086
0.44,12996.7728
0.45,13190.784500000002
0.46,13411.572600000001
0.47000000000000003,13544.1269
0.48,13710.2756
0.49,13927.684399999998
0.5,14097.395
0.51,14246.4852
0.52,14426.619600000002
0.53,14648.329500000002
0.54,14900.1836
0.55,15106.078500000003
0.56,15420.5792
0.5700000000000001,15614.9822
0.58,15851.5664
0.59,16119.406599999998
0.6,16352.613999999998
0.61,16584.9304
0.62,16952.393799999998
0.63,17187.2042
0.64,17516.521200000003
0.65,17826.528
0.66,18015.2956
0.67,18180.7158
0.68,18508.648800000003
0.6900000000000001,18946.528400000003
0.7000000000000001,19285.653000000006
0.71,19525.8366
0.72,19792.2804
0.73,20154.528599999998
0.74,20478.0922
0.75,20735
0.76,21053.1956
0.77,21323.6958
0.78,21582.9126
0.79,21718.1318
0.8,22091.740000000005
0.81,22435.221400000002
0.8200000000000001,22642.766400000004
0.8300000000000001,22969.353100000004
0.84,23259.0684
0.85,23621.231
0.86,23894.0118
0.87,24344.912300000004
0.88,24697.456400000003
0.89,25376.744400000003
0.9,25864.136
0.91,26608.9485
0.92,27165.54880000001
0.93,28085.707500000008
0.9400000000000001,28774.23540000002
0.9500000000000001,29618.270000000008
0.96,30259.932799999995
0.97,31732.333199999994
0.98,32791.2512
0.99,34174.230299999996
1,37609.11
