q,ic50
0,47.15
0.01,147.9658
0.02,266.0484
0.03,344.44759999999997
0.04,394.89079999999996
0.05,435.34450000000004
0.06,509.28779999999995
0.07,552.1249999999999
0.08,605.4800000000001
0.09,725.8197
0.1,769.4259999999999
0.11,884.0223
0.12,954.2256
0.13,1027.4352000000001
0.14,1169.3526000000002
0.15,1266.231
0.16,1345.0728000000001
0.17,1555.0621
0.18,1658.1848
0.19,1782.7082
0.2,1858.2160000000001
0.21,1996.1572999999996
0.22,2121.1128000000003
0.23,2271.0192
0.24,2342.7124
0.25,2508.925
0.26,2681.9582
0.27,2792.1416000000004
0.28,2942.143200000002
0.29,3084.3526999999995
0.3,3196.9809999999998
0.31,3286.1492
0.32,3469.188
0.33,3635.3313
0.34,3926.1844
0.35000000000000003,4139.006500000001
0.36,4295.6484
0.37,4468.109799999999
0.38,4620.6198
0.39,4796.0174
0.4,4982.528000000002
0.41000000000000003,5285.972
0.42,5564.5648
0.43,5770.7651
0.44,6053.3884
0.45,6217.407500000001
0.46,6392.9066
0.47000000000000003,6646.8307
0.48,6940.2096
0.49,7165.120199999999
0.5,7301.875
0.51,7659.9799
0.52,8013.065200000001
0.53,8348.2496
0.54,8680.681600000002
0.55,8871.925500000001
0.56,9237.5516
0.5700000000000001,9583.230600000003
0.58,10024.699799999999
0.59,10169.4823
0.6,10283.468
0.61,10677.006
0.62,11085.902
0.63,11484.8022
0.64,11824.137200000001
0.65,12048.672999999999
0.66,12390.193800000001
0.67,12700.085500000001
0.68,13049.31680000001
0.6900000000000001,13860.772500000003
0.7000000000000001,14376.019000000002
0.71,14857.8759
0.72,15124.910399999997
0.73,15716.904999999999
0.74,16156.9576
0.75,16562.260000000002
0.76,17221.082000000002
0.77,17447.539800000002
0.78,17907.909200000002
0.79,18616.0865
0.8,19023.020000000004
0.81,19403.8702
0.8200000000000001,19764.801199999998
0.8300000000000001,20324.573500000006
0.84,20799.382
0.85,21327.255499999992
0.86,21873.0798
0.87,22568.8173
0.88,23160.628000000004
0.89,23798.1571
0.9,24538.14
0.91,25058.168300000005
0.92,25536.104800000005
0.93,26075.8885
0.9400000000000001,27306.7334
0.9500000000000001,28324.132000000005
0.96,29232.352799999982
0.97,30361.491799999996
0.98,32231.3222
0.99,33848.7164
1,36210.73
