q,ic50
0,436.95
0.01,1222.0076000000001
0.02,1455.8512
0.03,1742.6906
0.04,2044.0700000000002
0.05,2262.0825
0.06,2477.3226
0.07,2581.1062
0.08,2700.7096
0.09,2841.8804999999998
0.1,2990.9730000000004
0.11,3095.5609
0.12,3189.2663999999995
0.13,3299.725
0.14,3490.9022000000004
0.15,3580.527
0.16,3744.1680000000006
0.17,3901.6819000000005
0.18,3996.556
0.19,4122.4787
0.2,4224.82
0.21,4343.0410999999995
0.22,4447.7588000000005
0.23,4588.2777
0.24,4735.618
0.25,4869.455
0.26,5003.6192
0.27,5156.295
0.28,5265.16
0.29,5488.493499999999
0.3,5560.237
0.31,5745.6108
0.32,5854.5576
0.33,5955.6191
0.34,6069.014800000001
0.35000000000000003,6215.0845
0.36,6318.7016
0.37,6384.1569
0.38,6539.53
0.39,6658.6140000000005
0.4,6792.726000000001
0.41000000000000003,6957.817700000001
0.42,7075.6148
0.43,7158.3982
0.44,7363.040800000001
0.45,7486.686
0.46,7615.4532
0.47000000000000003,7715.9755000000005
0.48,7802.5848000000005
0.49,7885.1473000000005
0.5,8011.805
0.51,8082.2761
0.52,8233.0108
0.53,8398.852299999999
0.54,8485.258000000002
0.55,8635.7735
0.56,8727.410800000001
0.5700000000000001,8864.7811
0.58,8949.2034
0.59,9073.6438
0.6,9187.222
0.61,9321.1348
0.62,9455.056999999999
0.63,9617.404700000001
0.64,9723.666000000001
0.65,9914.454
0.66,10162.4866
0.67,10443.091
0.68,10619.502
0.6900000000000001,10724.0593
0.7000000000000001,11065.760000000002
0.71,11242.4515
0.72,11397.4116
0.73,11501.1937
0.74,11683.289
0.75,11771.7175
0.76,11937.252
0.77,12181.370799999999
0.78,12420.327000000001
0.79,12779.1343
0.8,12921.786000000002
0.81,13229.3234
0.8200000000000001,13447.455800000005
0.8300000000000001,13713.452300000003
0.84,14138.307999999997
0.85,14352.5165
0.86,14529.755
0.87,14775.921999999999
0.88,15051.7244
0.89,15187.254400000002
0.9,15534.863000000001
0.91,15992.413800000002
0.92,16153.579200000002
0.93,16667.7756
0.9400000000000001,17168.899200000003
0.9500000000000001,17996.627500000002
0.96,18420.757599999997
0.97,19342.999799999998
0.98,20509.553399999993
0.99,22220.340999999997
1,28588.61
