q,ic50
0,290.65
0.01,1158.3002
0.02,1631.0220000000002
0.03,2031.7546000000002
0.04,2363.5159999999996
0.05,2677.5964999999997
0.06,2940.9384
0.07,3224.6734
0.08,3540.8608000000004
0.09,3870.6327
0.1,4032.2419999999997
0.11,4215.48
0.12,4572.0256
0.13,4821.1337
0.14,5010.4548
0.15,5200.653499999999
0.16,5425.9612
0.17,5742.513800000001
0.18,6013.1122000000005
0.19,6112.500499999999
0.2,6337.712
0.21,6725.571
0.22,6968.9944000000005
0.23,7211.7463
0.24,7525.362399999998
0.25,7817.742499999999
0.26,7937.8784
0.27,8140.779900000001
0.28,8277.9228
0.29,8545.784999999998
0.3,8704.907
0.31,8872.089600000001
0.32,9068.4104
0.33,9278.106899999999
0.34,9616.643400000003
0.35000000000000003,10014.930000000002
0.36,10325.3356
0.37,10585.6397
0.38,10853.9254
0.39,11013.258399999999
0.4,11249.066
0.41000000000000003,11421.724
0.42,11716.3282
0.43,11874.6127
0.44,12114.335200000001
0.45,12393.8855
0.46,12797.9222
0.47000000000000003,13100.6086
0.48,13343.500799999998
0.49,13758.8466
0.5,14300.465
0.51,14636.5555
0.52,14889.1116
0.53,15191.870200000001
0.54,15581.985200000003
0.55,15915.607500000002
0.56,16077.7816
0.5700000000000001,16759.9579
0.58,17038.060999999998
0.59,17182.67
0.6,17475.282
0.61,17760.2829
0.62,18088.9928
0.63,18291.6039
0.64,18543.692000000003
0.65,19012.555
0.66,19310.9434
0.67,19490.298300000002
0.68,19822.4776
0.6900000000000001,20119.851400000003
0.7000000000000001,20456.987
0.71,20720.100700000003
0.72,21199.172399999996
0.73,21691.01
0.74,22226.0042
0.75,22496.3
0.76,23059.970400000002
0.77,23446.2438
0.78,24009.073400000005
0.79,24523.405400000003
0.8,24982.744000000002
0.81,25266.209600000002
0.8200000000000001,25882.620800000004
0.8300000000000001,26253.784600000006
0.84,26927.7468
0.85,27596.422
0.86,28012.4126
0.87,28892.975499999997
0.88,29372.120799999997
0.89,29817.4208
0.9,30322.916000000005
0.91,30877.635800000004
0.92,31485.618400000007
0.93,32192.0293
0.9400000000000001,33213.6934
0.9500000000000001,34157.88050000001
0.96,34957.0868
0.97,35711.212400000004
0.98,36293.0616
0.99,38067.2898
1,41876.72
