q,ic50
0,263.22
0.01,617.1934
0.02,743.322
0.03,811.1159000000001
0.04,889.6744
0.05,947.0525
0.06,980.5266
0.07,1061.2179000000003
0.08,1142.7843999999998
0.09,1227.2104
0.1,1278.709
0.11,1384.2463
0.12,1419.1688
0.13,1470.7632999999998
0.14,1550.8282000000002
0.15,1627.2089999999998
0.16,1669.32
0.17,1723.2560000000003
0.18,1787.987
0.19,1847.942
0.2,1926.2040000000002
0.21,2012.4571
0.22,2071.816
0.23,2140.2998
0.24,2188.212
0.25,2261.68
0.26,2307.328
0.27,2353.9883
0.28,2415.3492
0.29,2469.4298
0.3,2541.656
0.31,2620.6132
0.32,2684.1348000000003
0.33,2795.1461
0.34,2845.816
0.35000000000000003,2929.5675
0.36,2987.8424
0.37,3027.3189
0.38,3097.8826
0.39,3191.3630000000007
0.4,3238.7980000000002
0.41000000000000003,3326.8371
0.42,3414.7594
0.43,3505.1156
0.44,3568.9148000000005
0.45,3694.344
0.46,3834.7008000000005
0.47000000000000003,4001.697900000002
0.48,4156.2496
0.49,4244.2909
0.5,4412.775
0.51,4476.1747
0.52,4562.468800000001
0.53,4687.1761
0.54,4720.261399999999
0.55,4819.1615
0.56,4978.1716000000015
0.5700000000000001,5129.023800000001
0.58,5335.0496
0.59,5456.1173
0.6,5562.273999999999
0.61,5669.3521
0.62,5814.9024
0.63,5999.355600000001
0.64,6174.891200000001
0.65,6323.2585
0.66,6504.649000000001
0.67,6646.601000000001
0.68,6792.502
0.6900000000000001,6969.075000000001
0.7000000000000001,7133.368
0.71,7359.416300000001
0.72,7445.609599999999
0.73,7637.2082
0.74,7825.1946
0.75,8146.4
0.76,8381.422
0.77,8560.9841
0.78,8966.491000000004
0.79,9259.5499
0.8,9740.480000000003
0.81,10128.9401
0.8200000000000001,10436.636800000002
0.8300000000000001,11057.791400000002
0.84,11344.7448
0.85,11657.354
0.86,12196.891599999999
0.87,12739.052
0.88,13114.831200000002
0.89,13806.642
0.9,14175.627999999999
0.91,14610.991800000002
0.92,15115.166
0.93,15748.189100000001
0.9400000000000001,16711.550800000005
0.9500000000000001,17552.547000000024
0.96,19178.954
0.97,20787.624399999997
0.98,22145.934199999996
0.99,25302.006999999998
1,35391.5
