q,ic50
0,37.35
0.01,127.2096
0.02,189.432
0.03,242.5918
0.04,286.0644
0.05,317.94
0.06,359.68859999999995
0.07,393.65240000000006
0.08,435.78999999999996
0.09,467.1491
0.1,522.336
0.11,589.6548
0.12,632.6012
0.13,692.0698
0.14,728.2642000000001
0.15,804.8894999999999
0.16,863.8399999999999
0.17,939.6760999999999
0.18,994.8573999999999
0.19,1074.6427
0.2,1164.688
0.21,1247.6394
0.22,1295.815
0.23,1349.5743
0.24,1422.1727999999998
0.25,1481.7224999999999
0.26,1540.983
0.27,1589.8715
0.28,1640.2044000000003
0.29,1715.3953999999999
0.3,1780.6229999999998
0.31,1859.4325999999999
0.32,1921.4560000000001
0.33,2043.5914000000002
0.34,2140.2998000000007
0.35000000000000003,2209.4269999999997
0.36,2264.382
0.37,2392.1083
0.38,2493.6286
0.39,2566.9188
0.4,2705.264
0.41000000000000003,2803.9552000000003
0.42,2937.2806
0.43,3022.0883000000003
0.44,3107.3004
0.45,3286.2830000000004
0.46,3427.9578000000006
0.47000000000000003,3507.9294
0.48,3597.1288000000004
0.49,3687.4346
0.5,3754.27
0.51,3863.0960000000005
0.52,3967.2056000000002
0.53,4076.9443
0.54,4208.3146
0.55,4321.239500000001
0.56,4427.928
0.5700000000000001,4583.201000000003
0.58,4760.3314
0.59,5076.545899999999
0.6,5304.869999999999
0.61,5537.031300000001
0.62,5703.5842
0.63,5888.3379
0.64,6086.9044
0.65,6339.344499999999
0.66,6500.1322
0.67,6837.467200000001
0.68,7102.479600000001
0.6900000000000001,7297.692600000001
0.7000000000000001,7384.915000000001
0.71,7640.684300000001
0.72,7927.365999999998
0.73,8218.4234
0.74,8452.0474
0.75,8684.6425
0.76,9033.7168
0.77,9215.729300000003
0.78,9463.868000000002
0.79,9982.150700000002
0.8,10371.612000000005
0.81,10812.059000000001
0.8200000000000001,11225.2528
0.8300000000000001,11401.8737
0.84,11706.734
0.85,11928.433
0.86,12735.089000000002
0.87,13401.942299999999
0.88,14075.143199999999
0.89,14478.944099999999
0.9,15015.683000000006
0.91,15536.799400000004
0.92,16025.608000000004
0.93,17593.554200000006
0.9400000000000001,18453.204400000002
0.9500000000000001,19665.800000000003
0.96,20474.6264
0.97,22480.9803
0.98,23612.601
0.99,26641.551399999997
1,35186.47
