q,ic50
0,647.98
0.01,1149.7321
0.02,1998.5034
0.03,2404.5310999999997
0.04,2703.6268
0.05,2891.634
0.06,3248.0933999999997
0.07,3407.3823
0.08,3607.5344
0.09,3769.6256
0.1,4064.124
0.11,4307.3283
0.12,4395.7068
0.13,4569.4732
0.14,4864.6706
0.15,5118.202499999999
0.16,5469.6416
0.17,5783.611400000002
0.18,6085.5
0.19,6422.2131
0.2,6612.894
0.21,6818.099
0.22,7063.0266
0.23,7275.2651000000005
0.24,7490.5484
0.25,7759.022500000001
0.26,7870.0944
0.27,8083.7436
0.28,8347.494
0.29,8498.146700000001
0.3,8760.089999999998
0.31,8931.239
0.32,9205.356
0.33,9487.4331
0.34,9731.8276
0.35000000000000003,10106.368
0.36,10245.849600000001
0.37,10363.402999999998
0.38,10529.3248
0.39,10680.3619
0.4,10892.862000000001
0.41000000000000003,11111.192500000001
0.42,11301.553
0.43,11620.8553
0.44,12106.200400000002
0.45,12536.960500000001
0.46,12762.0614
0.47000000000000003,12973.675200000001
0.48,13206.8136
0.49,13464.7876
0.5,13993.98
0.51,14260.9934
0.52,14637.3724
0.53,14972.1784
0.54,15352.318400000002
0.55,15705.0245
0.56,16099.382800000003
0.5700000000000001,16472.514600000002
0.58,16797.3114
0.59,17154.7526
0.6,17528.659999999996
0.61,17952.679
0.62,18208.3252
0.63,18684.9742
0.64,19069.5288
0.65,19641.106000000003
0.66,19888.809200000007
0.67,20193.7004
0.68,20461.3168
0.6900000000000001,20755.2398
0.7000000000000001,21085.931
0.71,21802.3185
0.72,22140.2324
0.73,22426.7117
0.74,22756.325599999996
0.75,23098.0475
0.76,23908.5492
0.77,24203.6716
0.78,24587.731
0.79,25226.291900000004
0.8,25704.474000000006
0.81,26055.268
0.8200000000000001,26494.96580000001
0.8300000000000001,26975.4281
0.84,27394.426
0.85,27676.5
0.86,28045.215399999997
0.87,28362.9169
0.88,29113.604000000003
0.89,29743.778100000003
0.9,30194.774
0.91,30802.1112
0.92,31340.862799999995
0.93,31867.245400000007
0.9400000000000001,32733.37460000001
0.9500000000000001,33640.98000000001
0.96,34374.659199999995
0.97,35377.77879999999
0.98,36229.745800000004
0.99,37262.9427
1,41232.44
